"git.exe","16744", "0", "2020-10-28T00:18:43", "", 
"runnerw64.exe","29628", "1", "2020-10-28T00:18:44", "", 
"conhost.exe","3200", "1", "2020-10-28T00:18:44", "", 
"git.exe","11308", "1", "2020-10-28T00:18:44", "", 
"git.exe","16744", "1", "2020-10-28T00:18:44", "", 
"RuntimeBroker.exe","27636", "1", "2020-10-28T00:18:45", "", 
"ARP.EXE","13888", "0", "2020-10-28T00:18:49", "", 
"ARP.EXE","13888", "1", "2020-10-28T00:18:49", "", 
"conhost.exe","30380", "0", "2020-10-28T00:18:49", "", 
"ARP.EXE","13332", "0", "2020-10-28T00:18:49", "", 
"ARP.EXE","13332", "1", "2020-10-28T00:18:49", "", 
"conhost.exe","25740", "0", "2020-10-28T00:18:49", "", 
"LocationNotificationWindows.exe","16336", "0", "2020-10-28T00:18:49", "", 
"conhost.exe","25740", "1", "2020-10-28T00:18:50", "", 
"conhost.exe","30380", "1", "2020-10-28T00:18:50", "", 
"LocationNotificationWindows.exe","16336", "1", "2020-10-28T00:18:56", "", 
"backgroundTaskHost.exe","2564", "1", "2020-10-28T00:19:04", "", 
"backgroundTaskHost.exe","4812", "1", "2020-10-28T00:19:06", "", 
"chrome.exe","32964", "0", "2020-10-28T00:19:09", "", 
"chrome.exe","32964", "1", "2020-10-28T00:19:11", "", 
"ARP.EXE","20932", "0", "2020-10-28T00:19:21", "", 
"ARP.EXE","20932", "1", "2020-10-28T00:19:21", "", 
"conhost.exe","6280", "0", "2020-10-28T00:19:21", "", 
"conhost.exe","6280", "1", "2020-10-28T00:19:21", "", 
"ARP.EXE","34916", "0", "2020-10-28T00:19:21", "", 
"conhost.exe","33960", "0", "2020-10-28T00:19:21", "", 
"conhost.exe","33960", "1", "2020-10-28T00:19:21", "", 
"ARP.EXE","34916", "1", "2020-10-28T00:19:21", "", 
"LocationNotificationWindows.exe","33088", "0", "2020-10-28T00:19:22", "", 
"LocationNotificationWindows.exe","33088", "1", "2020-10-28T00:19:26", "", 
"backgroundTaskHost.exe","11380", "0", "2020-10-28T00:19:26", "", 
"RuntimeBroker.exe","26952", "0", "2020-10-28T00:19:26", "", 
"LocalBridge.exe","27688", "0", "2020-10-28T00:19:26", "", 
"LocalBridge.exe","27688", "1", "2020-10-28T00:19:30", "", 
"backgroundTaskHost.exe","11380", "1", "2020-10-28T00:20:28", "", 
"RuntimeBroker.exe","26952", "1", "2020-10-28T00:20:59", "", 
"LocationNotificationWindows.exe","17632", "0", "2020-10-28T00:22:20", "", 
"LocationNotificationWindows.exe","17632", "1", "2020-10-28T00:22:27", "", 
"MusNotifyIcon.","24304", "1", "2020-10-28T00:24:03", "", 
"MusNotificatio","23544", "1", "2020-10-28T00:24:04", "", 
"MusNotificatio","34368", "1", "2020-10-28T00:24:04", "", 
"MusNotificatio","35076", "1", "2020-10-28T00:24:04", "", 
"mcupdate.exe","34600", "1", "2020-10-28T00:24:35", "", 
"backgroundTaskHost.exe","2640", "0", "2020-10-28T00:26:32", "", 
"LocationNotificationWindows.exe","33588", "0", "2020-10-28T00:26:33", "", 
"cmd.exe","3200", "0", "2020-10-28T00:26:36", "", 
"conhost.exe","6316", "0", "2020-10-28T00:26:36", "", 
"chrome.exe","7488", "0", "2020-10-28T00:26:36", "", 
"chrome.exe","27996", "0", "2020-10-28T00:26:37", "", 
"chrome.exe","6080", "0", "2020-10-28T00:26:37", "", 
"runnerw64.exe","27972", "0", "2020-10-28T00:26:37", "", 
"conhost.exe","28368", "0", "2020-10-28T00:26:37", "", 
"git.exe","32988", "0", "2020-10-28T00:26:37", "", 
"git.exe","22172", "0", "2020-10-28T00:26:37", "", 
"cmd.exe","3200", "1", "2020-10-28T00:26:38", "", 
"conhost.exe","6316", "1", "2020-10-28T00:26:38", "", 
"chrome.exe","7488", "1", "2020-10-28T00:26:38", "", 
"chrome.exe","27996", "1", "2020-10-28T00:26:38", "", 
"git.exe","22172", "1", "2020-10-28T00:26:38", "", 
"git.exe","32988", "1", "2020-10-28T00:26:38", "", 
"runnerw64.exe","27972", "1", "2020-10-28T00:26:38", "", 
"conhost.exe","28368", "1", "2020-10-28T00:26:38", "", 
"LocationNotificationWindows.exe","33588", "1", "2020-10-28T00:26:38", "", 
"runnerw64.exe","11004", "0", "2020-10-28T00:26:38", "", 
"conhost.exe","35320", "0", "2020-10-28T00:26:38", "", 
"git.exe","21220", "0", "2020-10-28T00:26:39", "", 
"git.exe","18436", "0", "2020-10-28T00:26:39", "", 
"git.exe","18436", "1", "2020-10-28T00:26:40", "", 
"git.exe","21220", "1", "2020-10-28T00:26:40", "", 
"conhost.exe","35320", "1", "2020-10-28T00:26:40", "", 
"runnerw64.exe","11004", "1", "2020-10-28T00:26:40", "", 
"backgroundTaskHost.exe","2640", "1", "2020-10-28T00:27:34", "", 
"runnerw64.exe","27468", "0", "2020-10-28T00:28:04", "", 
"conhost.exe","6212", "0", "2020-10-28T00:28:04", "", 
"git.exe","35084", "0", "2020-10-28T00:28:05", "", 
"git.exe","520", "0", "2020-10-28T00:28:05", "", 
"git.exe","20824", "0", "2020-10-28T00:28:05", "", 
"git-remote-https.exe","35080", "0", "2020-10-28T00:28:05", "", 
"runnerw64.exe","12148", "0", "2020-10-28T00:28:05", "", 
"conhost.exe","27344", "0", "2020-10-28T00:28:05", "", 
"git.exe","27816", "0", "2020-10-28T00:28:05", "", 
